taxon_name,taxon_harmonised
cedrus_crumpled,Cedrus
cedrus_degraded,Cedrus
celastraceae,Celastraceae
celtis,Celtis
celtis_aphananthe,Celtis
celtis_australis,Celtis australis
ceratonia,Ceratonia
ceratonia,Ithomia
ceratonia_siliqua,Ceratonia siliqua
cercis,Cercis
cf_abies,Abies
cf_carya,Carya
cf_genista,Genista
cf_loranthaceae,Loranthaceae
cf_nyssa,Nyssa
cf_phillyrea,Phillyrea
cf_populus,Populus
cf_pterocarya_fraxinifolia,Pterocarya pterocarpa
cf_rhamnaceae,Rhamnaceae
cf_rhus,Rhus
cf_thymelaeaceae,Thymelaeaceae
cistus,Cistus
cistus_albidus_type,Cistus
cistus_type,Cistus
coniferae_undiff,Coniferina
cornaceae_type,Cornaceae
cornus,Cornus
cornus_mas,Cornus mas
cornus_sanguinea,Cornus sanguinea
cornus_suecica,Cornus suecica
corylus,Corylus
corylus_avellana,Corylus avellana
cotoneaster,Cotoneaster
crataegus,Crataegus
crataegus_type,Crataegus
cryptomeria,Cryptomeria
cupressaceae,Cupressaceae
cupressaceae_taxaceae_undiff,Cupressaceae
cupressaceae_type,Cupressaceae
cupressaceae_undiff,Cupressaceae
dacrydium,Dacrydium
daphne,Daphne
daphne_type,Daphne
diospyros,Diospyros
dodonaea,Dodonaea
elaeagnaceae,Elaeagnaceae
elaeagnus,Elaeagnus
empetrum,Empetrum
empetrum_nigrum,Empetrum nigrum
empetrum_type,Empetrum
engelhardia,Engelhardia
ephedra,Ephedra
ephedra_alata_type,Ephedra
ephedra_distachya,Ephedra distachya
ephedra_distachya_type,Ephedra
ephedra_fragilis,Ephedra fragilis
ephedra_fragilis,Ephedra major
ephedra_fragilis_type,Ephedra
ephedra_intermedia_type,Ephedra
ephedra_major_type,Ephedra
ephedra_sp,Ephedra
erica_type,Erica
ericaceae,Ericaceae
ericaceae_undiff,Ericaceae
ericales,Ericales
ericales_undiff,Ericales
eucalyptus,Eucalyptus
eurya_type,Eurya
fagus,Fagus
fagus_crenata,Fagus crenata
fagus_japonica,Fagus japonica
frangula_alnus,Frangula alnus
fraxinus,Fraxinus
fraxinus_excelsior,Fraxinus excelsior
fraxinus_excelsior_type,Fraxinus
fraxinus_mandshurica,Fraxinus mandshurica
fraxinus_ornus,Fraxinus ornus
fraxinus_ornus_type,Fraxinus
fraxinus_syriaca,Fraxinus angustifolia
fumana_type,Fumana
garcinia,Garcinia
genista_group,Genista
genista_type,Genista
hamamelidaceae,Hamamelidaceae
hedera,Hedera
hedera_helix,Hedera helix
hippocastanoideae_undiff,Sapindaceae
hippophae,Hippophae
hippophae_rhamnoides,Hippophae rhamnoides
ilex,Ilex
ilex_aquifolium,Ilex aquifolium
illicium,Illicium
juglans,Juglans
juglans_pterocarya,Juglandaceae
juglans_pterocarya,Pterocarya pterocarpa
juglans_pterocarya,Engelhardia spicata
juglans_regia,Juglans regia
juglans_type,Juglans
juniperus,Juniperus
juniperus_communis,Juniperus
juniperus_type,Juniperus
larix,Larix
larix_gmelinii,Larix gmelinii
larix_sibirica,Larix sibirica
larix_type,Larix
lauraceae,Lauraceae
laurus,Laurus
ledum_type,Rhododendron
ligustrum,Ligustrum
ligustrum_type,Ligustrum
liquidambar,Liquidambar
lonicera,Lonicera
loranthaceae,Loranthaceae
loranthus,Loranthus
loranthus_europaeus,Loranthus europaeus
magnoliaceae,Magnoliaceae
malinae,Tetrapturus
mallotus,Mallotus
melastomataceae,Melastomataceae
meliaceae_undiff,Meliaceae
mimosoid_clade,Fabaceae
moraceae,Moraceae
morus_alba_type,Morus
myrica,Myrica
myricaria,Myricaria
myrtaceae,Myrtaceae
myrtus,Myrtus
nerium,Nerium
nitraria,Nitraria
olea,Olea
olea_europaea,Olea europaea
olea_type,Olea
oleaceae,Oleaceae
oleaceae_broken,Oleaceae
oleaceae_crumpled,Oleaceae
oleaceae_obscured,Oleaceae
oleaceae_undiff,Oleaceae
ostrya_carpinifolia,Ostrya carpinifolia
ostrya_carpinus,Ostrya
ostrya_carpinus_betulus_type,Ostrya
ostrya_carpinus_orientalis,Ostrya
ostrya_carpinus_type,Ostrya
ostrya_corylus_type,Ostrya
ostrya_type,Ostrya
paliurus,Paliurus
paliurus_spina_minus_christi,Paliurus spina-christi
parrotia_persica,Parrotia persica
parthenocissus,Parthenocissus
phellodendron,Phellodendron
phillyrea,Phillyrea
phillyrea_type,Phillyrea
picea,Picea
picea_abies,Picea glauca
picea_obovata,Picea obovata
picea_pinus_undiff,Picea
picea_sect_eupicea,Picea
picea_sect_omorika,Picea
picea_undiff,Picea
pinaceae,Pinaceae
pinaceae_broken,Pinaceae
pinaceae_corroded,Pinaceae
pinaceae_crumpled,Pinaceae
pinaceae_degraded,Pinaceae
pinaceae_obscured,Pinaceae
pinaceae_undiff,Pinaceae
pinus,Pinus
pinus_broken,Pinus
pinus_cembra_type,Pinus
pinus_corroded,Pinus
pinus_crumpled,Pinus
pinus_degraded,Pinus
pinus_fragmented,Pinus
pinus_haploxylon,Pinus
pinus_koraiensis,Pinus koraiensis
pinus_pumila,Pinus pumila
pinus_sibirica,Pinus sibirica
pinus_subg_pinus,Pinus
pinus_subg_pinus_type,Pinus
pinus_subg_strobus,Pinus
pinus_subg_strobus_type,Pinus
pinus_subg_strobus_undiff,Pinus
pinus_sylvestris,Pinus sylvestris
pinus_sylvestris_type,Pinus
pinus_undiff,Pinus
pistacia,Pistacia
pistacia_atlantica,Pistacia atlantica
pistacia_palaestina,Pistacia terebinthus
platanus,Platanus
platanus_orientalis,Platanus orientalis
platycarya,Platycarya
podocarpaceae,Podocarpaceae
podocarpus,Podocarpus
populus,Populus
prosopis,Prosopis
prosopis,Prosopeus
prunus,Prunus
prunus_type,Prunus
pseudolarix,Pseudolarix
pterocarya,Pterocarya
pterocarya_fraxinifolia,Pterocarya pterocarpa
quercus,Quercus
quercus_cerris,Quercus cerris
quercus_cerris_type,Quercus
quercus_coccifera,Quercus coccifera
quercus_coccifera_type,Quercus
quercus_coccifera_type_broken,Quercus
quercus_coccifera_type_corroded,Quercus
quercus_coccifera_type_crumpled,Quercus
quercus_deciduous,Quercus
quercus_evergreen,Quercus
quercus_ilex,Quercus ilex
quercus_ilex_q_coccifera_type,Quercus
quercus_ilex_type,Quercus
quercus_indet,Quercus
quercus_ithaburensis,Quercus ithaburensis
quercus_mongolica,Quercus mongolica
quercus_pubescens_q_robur_type,Quercus
quercus_robur,Quercus robur
quercus_sect_cyclobalanopsis,Quercus
quercus_subg_quercus,Quercus
quercus_undiff,Quercus
quercus_undiff_broken,Quercus
quercus_undiff_corroded,Quercus
quercus_undiff_crumpled,Quercus
quercus_undiff_degraded,Quercus
quercus_undiff_obscured,Quercus
reevesia,Reevesia
rhamnaceae,Rhamnaceae
rhamnus,Rhamnus
rhamnus_cathartica,Rhamnus cathartica
rhamnus_type,Rhamnus
rhododendron,Rhododendron
rhododendron_tomentosum,Rhododendron tomentosum
rhus,Rhus
ribes,Ribes
rosa,Rosa
rubiaceae,Rubiaceae
rubiaceae_undiff,Rubiaceae
rubus,Rubus
rubus_chamaemorus,Rubus chamaemorus
rubus_type,Rubus
rutaceae,Rutaceae
rutaceae_undiff,Rutaceae
salicaceae_undiff,Salicaceae
salix,Salix
salix_type,Salix
sambucus,Sambucus
sambucus_ebulus,Sambucus ebulus
sambucus_nigra_type,Sambucus
sambucus_racemosa_type,Sambucus
sapindaceae_undiff,Sapindaceae
schima_type,Schima
schisandra,Schisandra
sciadopitys,Sciadopitys
skimmia,Skimmia
sorbus,Sorbus
sorbus_group,Sorbus
sorbus_type,Sorbus
spermatophyta_undiff_trees,Tracheophyta
spiraea,Spiraea
spiraea_type,Spiraea
styracaceae,Styracaceae
styrax,Styrax
styrax_type,Styrax
symplocos,Symplocos
syringa,Syringa
tamaricaceae,Tamaricaceae
tamarix,Tamarix
tamarix_type,Tamarix
taxus,Taxus
taxus_baccata,Taxus
tetracentron,Tetracentron
thymelaea,Thymelaea
tilia,Tilia
tilia_cordata,Tilia cordata
tournefortia,Tournefortia
trema,Trema
tsuga,Tsuga
tsuga_canadensis,Tsuga canadensis
tsuga_diversifolia,Tsuga diversifolia
tsuga_dumosa,Tsuga dumosa
tsuga_undiff,Tsuga
ulmaceae,Ulmaceae
ulmus,Ulmus
ulmus_glabra,Ulmus glabra
ulmus_laevis,Ulmus laevis
ulmus_minor,Ulmus minor
ulmus_sp,Ulmus
ulmus_undiff,Ulmus
ulmus_zelkova,Ulmus
urticaceae_moraceae,Urticaceae
vaccinium,Vaccinium
vaccinium_type,Vaccinium
viburnum,Viburnum
viburnum_opulus,Viburnum opulus
viburnum_type,Viburnum
viscum,Viscum
vitis,Vitis
vitis_vinifera,Vitis vinifera unranked
weigela,Weigela
zanthoxylum,Zanthoxylum
zelkova,Zelkova
ziziphus,Ziziphus
ziziphus_type,Ziziphus
zygophyllaceae,Zygophyllaceae
